file_name,distance,text,metaphor_occurrence
image_ (3948).jpg,0.05487680435180664,"LOYALTY IS A TWO-WAY STREET. IF I'M ASKING FOR IT FROM YOU, THEN YOU'RE GETTING IT FROM ME.",1
image_ (1640).jpg,0.05489706993103027,MATT HARVEY'S FASTBALL GONNA GET YOU PREGNANT,1
image_ (997).jpg,0.05688035488128662,"A neutron walks into a bar and asks how much for a drink.
The bartender replies
""For you, No charge"".
-Dr.Sheldon Cooper
The Big Bang Theory",1
image_ (1589).jpg,0.05817270278930664,"Harry...you have your mother's eyes...
MY LIFE IS A LIE",1
image_ (3887).jpg,0.060765624046325684,DONALD TRUMP STOLE MY HAIR,1
image_ (1415).jpg,0.06373494863510132,"YOUR CRAZY EX GIRLFRIEND KNOCKING ON YOUR DOOR BE LIKE...
I LOVE YOU.",1
image_ (3065).jpg,0.06673479080200195,"AFTER WATCHING SUITS
I SHOULD BECOME A LAWYER",1
image_ (473).jpg,0.06834793090820312,"YOU'VE LET HIM INTO YOUR HEART, YOU KNOW THE REASON FOR THE SEASON..
NOW PUSH THE BUTTON TO OPEN THE DOOR...AS IT RISES WILL IT BE YOUR GIFT OR WILL YOU FIND A CLUE ONCE MORE...",1
image_ (2353).jpg,0.06986069679260254,WHAT WAS HITLERS FAVORITE DRINK?,1
image_ (2339).jpg,0.0699802041053772,"Linda Storm Soreson shared John Frank Pellicana's photo 
I'LL be damned...
Reagan used to babysit Obama!",1
image_ (836).jpg,0.07336604595184326,"CAPTAIN AMERICA'S SHIELD
HAWKEYE'S SHILED",1
image_ (1343).jpg,0.07550930976867676,"THIS BLOOD IS JUST KETCHUP GUYS
NOTHING TO WORRY ABOUT",1
image_ (2404).jpg,0.07894724607467651,"I ACCIDENTALLY UESD A SWEAR WORD
AND L KNOW MY MOM HEARD IT",1
image_ (2392).jpg,0.08134186267852783,"#PAPPUSODUFFER
AMUL IS THE TASTE OF INDIA,PAPPU IS THE WASTE OF INDIA",1
image_ (1672).jpg,0.08191835880279541,"T R A S H
TREASONOUS RECKLESS ARROGANT SCANDAL-PRONE HILLARY",1
image_ (1100).jpg,0.08233708143234253,WHAT DID THE BLACK CAT SAY WHEN HE LOST ALL HIS MONEY?I'M PAW,1
image_ (2692).jpg,0.09417074918746948,"Am I the only one that thinks
this iceberg is sexy?
""I'd hit it...""",1
image_ (3014).jpg,0.09689724445343018,HAVE YOU SEEN MY SON?,1
image_ (2075).jpg,0.1001431941986084,"Troll Bollywood Memes
NARENDRA MODI WHTH ""BILL GATES""
THIS MAN IS A BIG INSPIRATION FOR MANY PPL
True:D",1
image_ (1351).jpg,0.10074865818023682,"WHEN YOU MISS YOUR  
BEST FRIEND  
AND THERES NOTHING  YOU CAN DO ABOUT IT",1
image_ (2319).jpg,0.10411232709884644,"STEP 1. PREHEAT OVEN TO 6000
STEP 2. INSERT TURKEY",1
image_ (781).jpg,0.10751020908355713,When you wake up late you gotta scramble to get ready on time...,1
image_ (699).jpg,0.10778665542602539,"FAME IS A BEAST
The American Meme
a film by
BERT MARCUS
",1
image_ (2340).jpg,0.10813850164413452,"AFRICAN LION 
LYIN' AFRICAN
It's not racist, it's the TRUTH!",1
image_ (2940).jpg,0.10957324504852295,"Knowledge is power,and power corrupts
So study hard and he evil",1
image_ (2421).jpg,0.11229264736175537,"I OCCASIONALLY
ENJOY COCAINE",1
image_ (2274).jpg,0.11365008354187012,TRUMP AND PUTIN LIKE ASHFORD AND SIMPSON,1
image_ (2326).jpg,0.11895900964736938,"A VOTE FOR TRUMP
IS A VOTE FOR PUTIN",1
image_ (1528).jpg,0.13239240646362305,THAT MOMENT WHEN YOU FIND THE PERFECT AVOCADO AT THE SUPERMARKET,1
image_ (497).jpg,0.14286696910858154,"CHAMPA RICE
HOW COULD WE INCREASE OUR POPULATION?",1
image_ (1762).jpg,0.14313530921936035,"CLEAN EATERS BE LIKE
""I LOVE THIS DIET""",1
image_ (3927).jpg,0.14862143993377686,"Be a yardstick of quality. Some people aren't used to an environment whrer excellence is expected.
STEVE JOBS
",1
image_ (2406).jpg,0.15836083889007568,THE NAVY SEALS,1
image_ (1014).jpg,0.16088080406188965,Love is in the air...,1
image_ (3357).jpg,0.1619969606399536,WHEN SHE ASKS IF YOU ARE TECH SAVVY,1
image_ (391).jpg,0.1623523235321045,"Angry BBQ
hates winter",1
image_ (3326).jpg,0.1646556258201599,My girlfriend's hairclip nearly put me in cardiac arres...,1
image_ (702).jpg,0.16550523042678833,"me: im sad 
me after one french fry: life ain't too heck
",1
image_ (1860).jpg,0.1668304204940796,US PEACE OFFERING IS TEMPTING,1
image_ (873).jpg,0.18287861347198486,"WHEN YOU BURN YOUR PIZZA ROLLS IN THE OVEN
TRIGGERED",1
image_ (2320).jpg,0.19336426258087158,"07/16/2018
THE GOP HAS SURRENDERED TO RUSSIA",1
image_ (190).jpg,0.19769704341888428,"""Peace is only an armistice in an endless war.""
Wonder Woman Knows Thucydides.Do you?",1
image_ (644).jpg,0.2129443883895874,"White Guilt
Queerness",1
image_ (335).jpg,0.21619486808776855,How the world looks when you cut carbs for more than three hours,1
image_ (3624).jpg,0.22125303745269775,"Poles Russians
Hating Ukrainians",1
image_ (382).jpg,0.22632098197937012,I honestly thought my cat was a shampoo bottle for a solid 5 minutes.,1
image_ (803).jpg,0.23568689823150635,10 Year Challenge-Sweet Dee Edition,1
image_ (3492).jpg,0.2409151792526245,WHEN YOU CATCH YOUR BROTHER WATCHING ANIME,1
image_ (2363).jpg,0.24168002605438232,when you haven't stolen anything in a week,1
image_ (2945).jpg,0.24243998527526855,i can't be ugly if beauty is a construct made by the capitalist system to make us see flaws that don't exist to sell us things we dont need,1
image_ (931).jpg,0.2606213092803955,"Perspective is everything.
",1
image_ (2898).jpg,0.2649850845336914,"ending sexism
sweden
people still using this meme in 2018",1
image_ (2287).jpg,0.26707470417022705,"ONLY IN RUSSIA TV!
vladimir.putin.original",1
image_ (3625).jpg,0.2683616876602173,Ukrains Russians Hating Poles,1
image_ (736).jpg,0.27517008781433105,"Me
Battery
eat battery",1
image_ (5).jpg,0.28690576553344727,"Look,I'm hooman.Get off da counter don't eat mial fud.dur dur dur dur ",1
image_ (314).jpg,0.294048547744751,"HUMOR IS THE SPICE OF LIFE
AND SOME OF YOU-FOOLS GET HEARTBURN WAY TOO EASY-ALBERT EINSTEIN",1
image_ (390).jpg,0.3039790987968445,When it's so cold that even the ghost haunting your house freezes to death.,1
image_ (1035).jpg,0.3081479072570801,When ur one beer away fom blacking out and u see yourself in the mirror and wonder why u do this every weekend,1
image_ (3921).jpg,0.30869823694229126,"A woman's heart is a deep ocean of secrets.
Titanic",1
image_ (2010).jpg,0.31469398736953735,"MISOGYNISTS
FEMININITY
IS THIS WOMANHOOD?",1
image_ (539).jpg,0.3459475040435791,How your girl looks when she's about to ask for something,1
image_ (1070).jpg,0.3564431667327881,Rare photo of a cat tree in full bloom.,1
image_ (254).jpg,0.3820425271987915,,1
image_ (629).jpg,0.3892614245414734,,1
image_ (808).jpg,0.3917069435119629,"I did the Facebook 10 year challenge and it was not kind to me.
I went 10 years into the future instead of back.
Instant regrets.",1
image_ (125).jpg,0.4405767321586609,"WHAT IF I TOLD YOU
YOU'RE RUBBISH",1
image_ (255).jpg,0.45506811141967773,,1
image_ (652).jpg,0.6113866567611694,PANTIES FOR SAIL,1
image_ (3027).jpg,0.6295911073684692,"I want to feed her panda some bamboo.
If you know what I mean.",1
image_ (381).jpg,0.6376101970672607,I AM THE QUEEN OF FRANCE,1
image_ (119).jpg,0.7190484404563904,MONEY,1
image_ (1064).jpg,0.7213051915168762,"it's cold out,wear a cat",1
image_ (345).jpg,0.742668628692627,"When you get a new pair of shoes and stand like this until people natice
WE LIT @funnyblack.s TAG 5 FRIENDS
@champagnnemojis(Credit)TURN ON POST NOTIFICATIONS",1
image_ (549).jpg,0.7460097670555115,ALIENS,1
image_ (782).jpg,0.8131524920463562,"JUST BOUGHT A NEW YACHT
DO YOU LIKE IT?
",1
image_ (182).jpg,0.855542778968811,"I'M NO EXPERT ON COVID-19
BUT THIS IS THE CURE",1
image_ (493).jpg,0.9127330183982849,"MILK IS LOVE.
MILK IS LIFE.",1
image_ (567).jpg,0.9262903928756714,WHITE ELEPHANT PARTY!,1
image_ (312).jpg,0.9334233999252319,"MY WHOLE BODY IS SORE
BUT GYM IS LIFE
The dilemma.",1
image_ (590).jpg,0.9381137490272522,When you find someone that's as Weird as you,1
image_ (722).jpg,0.9527410268783569,FAILURE IS MOTHER OF SUCCESS,1
image_ (219).jpg,0.9561831951141357,"The book:
The movie:",1
image_ (124).jpg,0.9658803343772888,YOU ARE RUBBISH,1
image_ (504).jpg,0.9689886569976807,LOYALTY,1
image_ (663).jpg,0.9731878638267517,COFFEE IS MY FAVORITE CO-WORKER,1
image_ (440).jpg,1.0585086345672607,"YOUR MEMES ARE TRASH
GET OFF THE INTERNET",1
image_ (304).jpg,1.0629403591156006,"Story Of My Life
What I planned
What happened",1
image_ (167).jpg,1.0638622045516968,"LIFE IS ALL ABOUT BALANCE
You don't always need to be getting stuff done. Sometimes it's perfectly okay,and absolutely necessary,to shut down,kick back, and do nothing",1
image_ (87).jpg,1.0656540393829346,SHARING KNOWLEDGE IS POWER,1
image_ (159).jpg,1.0705455541610718,"WHEN YOU
GIVE UP ON LIFE",1
image_ (731).jpg,1.0850801467895508,"Massive Economic Collapse
$1200
",1
image_ (456).jpg,1.0855156183242798,PUSSY IS A POWERFUL DRUG,1
image_ (341).jpg,1.092176914215088,Skinny guys wearing balenciaga,1
image_ (654).jpg,1.0936206579208374,"Healthy Lungs
Lungs of a Vegan",1
image_ (631).jpg,1.1033127307891846,The doctor said I need to eat more fish...,1
image_ (656).jpg,1.109330415725708,"THEY SAY THE EYES ARE THE WINDOWS TO THE SOUL
BUT NOT MY EYES",1
image_ (223).jpg,1.1139163970947266,"Movies he's about to direct
Michael Bay",1
image_ (666).jpg,1.1217968463897705,"Coffee
a liquid hug for your brain",1
image_ (482).jpg,1.1332988739013672,,1
image_ (517).jpg,1.1501365900039673,"YOU'RE MY RAINBOW
WHO MAKES MY WORLD BE LIGHTENED BY YOU.",1
image_ (786).jpg,1.159841537475586,"CASH COW
LIL D",1
image_ (26).jpg,1.1606299877166748,"OH LOOK,BACON SEEDS!",1
image_ (2713).jpg,1.16435706615448,"The dart that bounced off the wall  
Me
My nerf gun",1
image_ (367).jpg,1.1687486171722412,,1
image_ (235).jpg,1.1709959506988525,"I CAN'T BELIEVE YOU BELIEVE SOMETHING AS RIDICULOUS AS THE BIBLE'
'NO WONDER YOU HAVE SUCH A NEGATIVE AURA'",1
image_ (749).jpg,1.187238335609436,"me:enjoying my bucket yogurt
every one at the paint store",1
image_ (799).jpg,1.2098109722137451,SH OK,1
image_ (248).jpg,1.2248013019561768,"I HOPE YOU SEE A FIELD
OF WISHES YET TO MAKE",1
image_ (103).jpg,1.2324129343032837,"The French Army
Russian Winter
Roundup Of History Menes To Pump Your Brain Full Of Knowledge",1
image_ (324).jpg,1.2370821237564087,"When you listen to a sad country song.
Yee *sniffles *haw",1
image_ (289).jpg,1.242271900177002,WHEN THE ONLY QUESTION YOU KNOW ON THE TEST IS YOUR NAME,1
image_ (35).jpg,1.244042158126831,"ME:IS THAT A DUCK
MY BRAIN:Well yes, but actually no",1
image_ (197).jpg,1.2475107908248901,"""LOVE IS AN OPEN DOOR""
CLOSE IT",1
image_ (757).jpg,1.2566273212432861,"CONSISTENCY
IS KEY",1
image_ (388).jpg,1.2799640893936157,"COCAINE.
SO MUCH COCAINE.",1
image_ (155).jpg,1.298768401145935,"OH LOOK!
A TRUMP RALLY",1
image_ (763).jpg,1.3125724792480469,CONFIDENCE IS KEY YOU DO YOU,1
image_ (776).jpg,1.3241041898727417,CRY ME A RIVER,1
image_ (684).jpg,1.3280606269836426,"DERP
IM A CAMEL",1
image_ (188).jpg,1.3370599746704102,"MY PARENTS DURING A LECTURE
MY MOM MY DAD",1
image_ (544).jpg,1.3395946025848389,"A Canadian bee
A US bee
It is good to bee aware of the difference.:funny",1
image_ (398).jpg,1.340883731842041,"COCAINE.
SO MUCH COCAINE.",1
image_ (720).jpg,1.3538882732391357,When you can't fall asleep and you start hearing birds,1
image_ (206).jpg,1.3597252368927002,"Let's Confuse Today's Kids 
What is This?
Wow...nice computer mouse",1
image_ (271).jpg,1.369600534439087,BRUH...,1
image_ (455).jpg,1.3721530437469482,CRACK COCAINE IS A HELL OF A DRUG,1
image_ (385).jpg,1.3754408359527588,"Her: I like snails
Me : *trying to impress her*",1
image_ (792).jpg,1.380045771598816,,1
image_ (57).jpg,1.383143663406372,"THEY TOLD ME I COULD BE ANYTHING
SO I BECAME A FROG",1
image_ (302).jpg,1.384637475013733,"Me when is see an opportunity to leave work early, I'm like...
100+Funny Work Memes-Work Memes Collections",1
image_ (402).jpg,1.3859570026397705,SO MUCH COCAINE,1
image_ (313).jpg,1.389092206954956,He's real,1
image_ (109).jpg,1.3915423154830933,"NEXT STOP:
KNOWLEDGE",1
image_ (389).jpg,1.394925594329834,Snow Pants,1
image_ (554).jpg,1.398842692375183,"I'M NOT ORANGE
I'M PEACH",1
image_ (127).jpg,1.406334400177002,Camouflage Level:Slipper,1
image_ (409).jpg,1.4102420806884766,"My friend's reaction
When i ask for an extra answer sheet in exam",1
image_ (150).jpg,1.4123014211654663,When your landlord says no dogs,1
image_ (779).jpg,1.4214694499969482,"GOOD MORNING, LOVE.
CAUTION:CONTENTS HOT",1
image_ (364).jpg,1.422537088394165,"they told me i could be anything...
so I became a tank",1
image_ (299).jpg,1.4225608110427856,When you work from home and you're still in your pajamas at 3pm,1
image_ (548).jpg,1.4234470129013062,"My friend:Hey look at that weird cloud!
Me: ALIENS",1
image_ (745).jpg,1.4272156953811646,,1
image_ (178).jpg,1.4331188201904297,"When I get to go anywhere byy myself
THIS IS AMAZING!!!
ME LIFE IS A RAINBOW!",1
image_ (492).jpg,1.4340829849243164,"AMERICAN CHOCOLATE
SWISS CHOCOLATE",1
image_ (376).jpg,1.4395720958709717,"This new meme format
People who sort by new",1
image_ (397).jpg,1.443987488746643,"I DON'T LIKE COCAINE
I JUST LIKE THE WAY IT SMELLS",1
image_ (113).jpg,1.4449796676635742,"1 AM
1:59 AM
2 AM",1
image_ (263).jpg,1.4464571475982666,"MY MUM:FRUIT IS GOOD FOR YOU
THE FRUIT:",1
image_ (353).jpg,1.4510892629623413,"iPhone7:no headphones
iPhone8:no home button
iPoneX:no changer
iPone11:",1
image_ (416).jpg,1.4602410793304443,,1
image_ (597).jpg,1.4669783115386963,WORLD PEACE,1
image_ (491).jpg,1.46976900100708,"HELP ME CHOCOLATE.
 YOU'RE MY ONLY HOPE.",1
image_ (360).jpg,1.4735093116760254,"IPHONE 11
APPLE FANS 
IPHONE 10
apple meme",1
image_ (432).jpg,1.4752027988433838,When someone calls you trash and you want to feel sad but deep down you know it's true,1
image_ (297).jpg,1.4822511672973633,"TEACHERS WAKING UP
IN MAY",1
image_ (401).jpg,1.4824384450912476,"HAVE YOU EVER TRIED
COCAINE!",1
image_ (751).jpg,1.4883569478988647,"My greatest treasure is, was, and always will be my family! We may not be perfect, but I love them with all my heart.",1
image_ (596).jpg,1.491217017173767,"The path to peace
Is paved with PEBBLES OF PARDON-jmf",1
image_ (551).jpg,1.4939682483673096,"WHEN YOU'RE SO PEACH
YOU BECOME; THE PEACH",1
image_ (329).jpg,1.4961109161376953,"My period 
Me having a great time",1
image_ (368).jpg,1.4997981786727905,"Brother?
15 Hilarious Turtle Memes-I
Can Has Cheezburger?",1
image_ (228).jpg,1.50399649143219,I'M GUESSING THIS FLOWER IS A MALE,1
image_ (149).jpg,1.5110509395599365,"I AM A WOLF
IN RECYCLED SHEEP'S CLOTHING",1
image_ (7).jpg,1.5135304927825928,"*Foot hanging off the bed*
My cat:",1
image_ (327).jpg,1.5175325870513916,"Scientist:Explaining importance of good sleep
Me at 3 am watching him explain:",1
image_ (536).jpg,1.5179611444473267,Me on my way to next existential crisis,1
image_ (784).jpg,1.519890308380127,"WHEN I DIDN'T DO MY MATH PAPER
ABBY?",1
image_ (164).jpg,1.5202330350875854,"Honesty is a very expensive gift, Don't expect it from cheap people.",1
image_ (484).jpg,1.5248346328735352,"MY BODY IS A TEMPLE ANCIENT AND CRUMBLING
PROBABLY CURSED OR HAUNTED",1
image_ (291).jpg,1.525055170059204,"BACK TO SCHOOL REMIMDERS
TEACHERS
",1
image_ (569).jpg,1.5256083011627197,"RAINING
CATS AND DOGS",1
image_ (470).jpg,1.5275168418884277,"PATIENCE
Warning:Our patience is not unlimited",1
image_ (161).jpg,1.5532584190368652,"LIFE BALLS
INTERNET
ME",1
image_ (623).jpg,1.561960220336914,"Earth with the first letter last is heart.
HAVE A NICE DAY, KEEP SCROLLIN'",1
image_ (105).jpg,1.5644612312316895,"MY KNOWLEDGE OF HOW TO PLAY FANLASY FOOTBALL
MY KNOWLEDGE OF HOW TO WIN FANLASY FOOTBALL
SVGKING 
SVG
EPS
PNG
DXF
3 VERSIONS IN BUNDLE",1
image_ (472).jpg,1.566738486289978,Patience is one of life's hardest lessons.,1
image_ (259).jpg,1.5699756145477295,"COVID-19
THE UPCOMING ECONOMIC CRISIS
CLIMATE CHANGE",1
image_ (92).jpg,1.5728099346160889,knowledge,1
image_ (128).jpg,1.5760068893432617,"Her parents sleeping soundly
Me",1
image_ (441).jpg,1.5779056549072266,YOUR OPINION,1
image_ (170).jpg,1.5810494422912598,Me trying to turn my life around:,1
image_ (144).jpg,1.587792158126831,"Orange Mom
5 year old me",1
image_ (584).jpg,1.5935144424438477,"Books are lighthouses erected in the great sea of time.
James Russel Lowell
",1
image_ (110).jpg,1.5976731777191162,"my knowledge
my knowledge that isn't basic surface level knowledge
me_irl",1
image_ (138).jpg,1.5992600917816162,SOMEDAY I'LL BE A UNICORN,1
image_ (68).jpg,1.6056740283966064,stay hydreated this is a threat,1
image_ (431).jpg,1.6102875471115112,WHEN YOUR LIFE IS TRASH BUT YOU'RE TRYING TO STAY POSITIVE,1
image_ (145).jpg,1.6103901863098145,"me 
me when dove asks adder if she's a cannibal",1
image_ (139).jpg,1.6124579906463623,"If i could be any animal,I would be shark horse.",1
image_ (239).jpg,1.6170008182525635,Every flower is a soul blossoming in nature.,1
image_ (614).jpg,1.6177351474761963,FOR YOU BEAUTIFUL,1
image_ (338).jpg,1.6198749542236328,,1
image_ (600).jpg,1.6231553554534912,"PEACE
WAS
NEVER
AN OPTION
",1
image_ (609).jpg,1.623830795288086,BEWARE OF WOLVES IN SHEEP'S CLOTHING...,1
image_ (121).jpg,1.6284713745117188,"Time is more valuable than money
You can always get more money,but you can never get more time",1
image_ (778).jpg,1.635075330734253,"TEA is instant wisdom...
Just add water.",1
image_ (21).jpg,1.6370148658752441,,1
image_ (281).jpg,1.6387858390808105,Sometimes you just HaVe toy PICK yourself UP and CaRRy On...,1
image_ (268).jpg,1.6389745473861694,YOU ARE THE AOOLE OF MY EYE,1
image_ (414).jpg,1.6417839527130127,"Me  Life Goals
PUBG",1
image_ (518).jpg,1.6439836025238037,,1
image_ (251).jpg,1.6464266777038574,,1
image_ (24).jpg,1.6486210823059082,Purebread dog vs. inbread dogs,1
image_ (264).jpg,1.650994062423706,I'm prepeared to die,1
image_ (570).jpg,1.6553388833999634,It's raining cats and dogs.,1
image_ (273).jpg,1.6559786796569824,"You won't get scurvy with me!
Naval Orange",1
image_ (640).jpg,1.6562328338623047,"Life struggles and responsibilities
Me
Cloccy milk",1
image_ (232).jpg,1.6595758199691772,first thing i need to do in the mornin'when i see you ,1
image_ (359).jpg,1.660019874572754,This is how I see the new iPhone,1
image_ (579).jpg,1.6627259254455566,YOU ARE THE SUN,1
image_ (283).jpg,1.662768840789795,,1
image_ (153).jpg,1.6656018495559692,"MONDAY
MY JOB
ME",1
image_ (377).jpg,1.665858268737793,S D,1
image_ (33).jpg,1.6712877750396729,"THE ELUSIVE
BANANA DUCK",1
image_ (275).jpg,1.6747915744781494,,1
image_ (298).jpg,1.6763337850570679,"When your favourite teacher says good job to you
Teacher 
Me",1
image_ (160).jpg,1.678363561630249,Sometimes you just have to pick yourself up and carry on.,1
image_ (693).jpg,1.6885796785354614,,1
image_ (373).jpg,1.6942791938781738,"my sense of humour in nutshell:
Turtle",1
image_ (572).jpg,1.6997861862182617,"ITS LITERALLY RAINING CATS AND DOGS
",1
image_ (54).jpg,1.7008013725280762,Thoughts on bow I dould're won the argument I had eight hours ago with new and better points,1
image_ (594).jpg,1.7069295644760132,,1
image_ (60).jpg,1.7125215530395508,"Me
This one is just a real bear
Self doubt",1
